Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2023-08-14 00:00:00-04:00,179.4600067138672,323.35540771484375,131.3300018310547,140.57000732421875,239.75999450683594
2023-08-15 00:00:00-04:00,177.4499969482422,321.1799621582031,129.77999877929688,137.6699981689453,232.9600067138672
2023-08-16 00:00:00-04:00,176.57000732421875,320.3999938964844,128.6999969482422,135.07000732421875,225.60000610351562
2023-08-17 00:00:00-04:00,174.0,316.8800048828125,129.9199981689453,133.97999572753906,219.22000122070312
2023-08-18 00:00:00-04:00,174.49000549316406,316.4800109863281,127.45999908447266,133.22000122070312,215.49000549316406
2023-08-21 00:00:00-04:00,175.83999633789062,321.8800048828125,128.3699951171875,134.67999267578125,231.27999877929688
2023-08-22 00:00:00-04:00,177.22999572753906,322.4599914550781,129.0800018310547,134.25,233.19000244140625
2023-08-23 00:00:00-04:00,181.1199951171875,327.0,132.3699951171875,135.52000427246094,236.86000061035156
2023-08-24 00:00:00-04:00,176.3800048828125,319.9700012207031,129.77999877929688,131.83999633789062,230.0399932861328
2023-08-25 00:00:00-04:00,178.61000061035156,322.9800109863281,129.8800048828125,133.25999450683594,238.58999633789062
2023-08-28 00:00:00-04:00,180.19000244140625,323.70001220703125,131.00999450683594,133.13999938964844,238.82000732421875
2023-08-29 00:00:00-04:00,184.1199951171875,328.4100036621094,134.57000732421875,134.91000366210938,257.17999267578125
2023-08-30 00:00:00-04:00,187.64999389648438,328.7900085449219,135.8800048828125,135.07000732421875,256.8999938964844
2023-08-31 00:00:00-04:00,187.8699951171875,327.760009765625,136.1699981689453,138.00999450683594,258.0799865722656
2023-09-01 00:00:00-04:00,189.4600067138672,328.6600036621094,135.66000366210938,138.1199951171875,245.00999450683594
2023-09-05 00:00:00-04:00,189.6999969482422,333.54998779296875,135.77000427246094,137.27000427246094,256.489990234375
2023-09-06 00:00:00-04:00,182.91000366210938,332.8800048828125,134.4600067138672,135.36000061035156,251.9199981689453
2023-09-07 00:00:00-04:00,177.55999755859375,329.9100036621094,135.25999450683594,137.85000610351562,251.49000549316406
2023-09-08 00:00:00-04:00,178.17999267578125,334.2699890136719,136.3800048828125,138.22999572753906,248.5
2023-09-11 00:00:00-04:00,179.36000061035156,337.94000244140625,136.9199981689453,143.10000610351562,273.5799865722656
2023-09-12 00:00:00-04:00,176.3000030517578,331.7699890136719,135.33999633789062,141.22999572753906,267.4800109863281
2023-09-13 00:00:00-04:00,174.2100067138672,336.05999755859375,136.7100067138672,144.85000610351562,271.29998779296875
2023-09-14 00:00:00-04:00,175.74000549316406,338.70001220703125,138.10000610351562,144.72000122070312,276.0400085449219
2023-09-15 00:00:00-04:00,175.00999450683594,330.2200012207031,137.39999389648438,140.38999938964844,274.3900146484375
2023-09-18 00:00:00-04:00,177.97000122070312,329.05999755859375,138.2100067138672,139.97999572753906,265.2799987792969
2023-09-19 00:00:00-04:00,179.07000732421875,328.6499938964844,138.0399932861328,137.6300048828125,266.5
2023-09-20 00:00:00-04:00,175.49000549316406,320.7699890136719,133.74000549316406,135.2899932861328,262.5899963378906
2023-09-21 00:00:00-04:00,173.92999267578125,319.5299987792969,130.44000244140625,129.3300018310547,255.6999969482422
2023-09-22 00:00:00-04:00,174.7899932861328,317.010009765625,130.25,129.1199951171875,244.8800048828125
2023-09-25 00:00:00-04:00,176.0800018310547,317.5400085449219,131.11000061035156,131.27000427246094,246.99000549316406
2023-09-26 00:00:00-04:00,171.9600067138672,312.1400146484375,128.57000732421875,125.9800033569336,244.1199951171875
2023-09-27 00:00:00-04:00,170.42999267578125,312.7900085449219,130.5399932861328,125.9800033569336,240.5
2023-09-28 00:00:00-04:00,170.69000244140625,313.6400146484375,132.30999755859375,125.9800033569336,246.3800048828125
2023-09-29 00:00:00-04:00,171.2100067138672,315.75,130.86000061035156,127.12000274658203,250.22000122070312
2023-10-02 00:00:00-04:00,173.75,321.79998779296875,134.1699981689453,129.4600067138672,251.60000610351562
2023-10-03 00:00:00-04:00,172.39999389648438,313.3900146484375,132.42999267578125,124.72000122070312,246.52999877929688
2023-10-04 00:00:00-04:00,173.66000366210938,318.9599914550781,135.24000549316406,127.0,261.1600036621094
2023-10-05 00:00:00-04:00,174.91000366210938,319.3599853515625,135.07000732421875,125.95999908447266,260.04998779296875
2023-10-06 00:00:00-04:00,177.49000549316406,327.260009765625,137.5800018310547,127.95999908447266,260.5299987792969
2023-10-09 00:00:00-04:00,178.99000549316406,329.82000732421875,138.4199981689453,128.25999450683594,259.6700134277344
2023-10-10 00:00:00-04:00,178.38999938964844,328.3900146484375,138.05999755859375,129.47999572753906,263.6199951171875
2023-10-11 00:00:00-04:00,179.8000030517578,332.4200134277344,140.5500030517578,131.8300018310547,262.989990234375
2023-10-12 00:00:00-04:00,180.7100067138672,331.1600036621094,138.97000122070312,132.3300018310547,258.8699951171875
2023-10-13 00:00:00-04:00,178.85000610351562,327.7300109863281,137.36000061035156,129.7899932861328,251.1199951171875
